project_key,project_code,line_name,section_label,report_date,source_file,source_sheet,configured_sheet,template_sheet,header_row_number,source_row_number,activity_raw,activity_norm,quantity_loa,quantity_estimated_or_total,quantity_primary,cumulative_last_month,plan_for_month,progress_for_month,today_progress,cumulative_progress,balance_progress,gangs_working,remarks
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-28,TB 507 - DPR - 2026-06-28.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,3.345,,25.142,163.536,3.0,62.0
TB507,TB 507,765kV,Progress Summary,2026-06-28,TB 507 - DPR - 2026-06-28.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-28,TB 507 - DPR - 2026-06-28.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-28,TB 507 - DPR - 2026-06-28.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-28,TB 507 [MAIN] - DPR - 2026-06-28.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-29,TB 507 - DPR - 2026-06-29.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,3.345,,25.142,163.536,4(SK Tajirul; Tarikul Islam; KP Group; Mahadev Const),62.0
TB507,TB 507,765kV,Progress Summary,2026-06-29,TB 507 - DPR - 2026-06-29.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,2.92,2.92,24.28,164.398,,
TB507,TB 507,765kV,Progress Summary,2026-06-29,TB 507 - DPR - 2026-06-29.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-29,TB 507 - DPR - 2026-06-29.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-29,TB 507 [MAIN] - DPR - 2026-06-29.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-30,TB 507 - DPR - 2026-06-30.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,3.345,,25.142,163.536,4(SK Tajirul; Tarikul Islam; KP Group; Mahadev Const),62.0
TB507,TB 507,765kV,Progress Summary,2026-06-30,TB 507 - DPR - 2026-06-30.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,2.92,2.92,24.28,164.398,,
TB507,TB 507,765kV,Progress Summary,2026-06-30,TB 507 - DPR - 2026-06-30.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-30,TB 507 - DPR - 2026-06-30.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-30,TB 507 [MAIN] - DPR - 2026-06-30.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-07,TB 605 - DPR - 2026-06-07.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,14.92,0.0,0.0,0.0,175.719,1,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-09,TB 605 - DPR - 2026-06-09.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,0.0,0.0,0.0,0.0,175.719,1,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-11,TB 605 - DPR - 2026-06-11.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,0.0,0.0,0.0,0.0,175.719,1,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-12,TB 605 - DPR - 2026-06-12.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,0.0,0.0,0.0,0.0,175.719,1,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-14,TB 605 - DPR - 2026-06-14.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,0.0,0.0,0.0,0.0,175.719,2,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-15,TB 605 - DPR - 2026-06-15.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,0.0,0.0,0.0,0.0,175.719,2,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-16,TB 605 - DPR - 2026-06-16.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,11.63,0.0,0.0,0.0,175.719,2,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-17,TB 605 - DPR - 2026-06-17.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing,stringing,,175.719,175.719,0.0,11.63,0.0,0.0,0.0,175.719,2,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-21,TB 605 - DPR - 2026-06-21.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,2.0,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-21,TB 605 - DPR - 2026-06-21.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,0.0,,0.0,175.719,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-22,TB 605 - DPR - 2026-06-22.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,1 additional team reached at site 65 Manpower ( Saludin)
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-22,TB 605 - DPR - 2026-06-22.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,0.442,,0.442,175.277,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-23,TB 605 - DPR - 2026-06-23.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,1 additional team reached at site 65 Manpower ( Saludin)
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-23,TB 605 - DPR - 2026-06-23.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,0.442,,0.442,175.277,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-24,TB 605 - DPR - 2026-06-24.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,1 additional team reached at site 65 Manpower ( Saludin)
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-24,TB 605 - DPR - 2026-06-24.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,1.47,1.03,1.47,174.249,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-28,TB 605 - DPR - 2026-06-28.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,1 additional team reached at site 65 Manpower ( Saludin)
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-28,TB 605 - DPR - 2026-06-28.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,1.47,0.0,1.47,174.249,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-29,TB 605 - DPR - 2026-06-29.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,1 additional team reached at site 65 Manpower ( Saludin)
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-29,TB 605 - DPR - 2026-06-29.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,1.47,0.0,1.47,174.249,,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-30,TB 605 - DPR - 2026-06-30.xlsx,TB-605,TB-605,TB 605 Status,6,12,Stringing-P/O-R/S,stringing,,175.719,175.719,0.0,11.63,1.47,0.0,1.47,174.249,3.0,
TB605,TB 605,,Progress Summary - Ratle Kiru Power Transmission Ltd,2026-06-30,TB 605 - DPR - 2026-06-30.xlsx,TB-605,TB-605,TB 605 Status,6,13,Stringing-F/S,stringing,,175.719,175.719,,11.63,1.47,0.0,1.47,174.249,,
